"","unq","f.ratio","f.msy","fmsy.id","f","f.ts","stocklong.x","stocklong.y","stockid","assessid","year","b.ts","b","bmsy.id","b.msy","b.ratio","region","overfished","bmsy.status","fmsy.status","rebuilding"
"307","longspine thornyhead pacific coast 2008",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2008,"SSB-MT",24674,"SSBmsy-MT",13108,1.88236191638694,"west","not overfished","above","none","not"
"308","longspine thornyhead pacific coast 2009",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2009,"SSB-MT",25705,"SSBmsy-MT",13108,1.96101617332926,"west","not overfished","above","none","not"
"309","longspine thornyhead pacific coast 2010",0.28169014084507,0.071,"Umsy-ratio",0.02,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2010,"SSB-MT",26771,"SSBmsy-MT",13108,2.04234055538602,"west","not overfished","above","none","not"
"310","longspine thornyhead pacific coast 2011",0.140845070422535,0.071,"Umsy-ratio",0.01,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2011,"SSB-MT",27689,"SSBmsy-MT",13108,2.11237412267318,"west","not overfished","above","none","not"
"311","longspine thornyhead pacific coast 2012",0.140845070422535,0.071,"Umsy-ratio",0.01,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2012,"SSB-MT",28698,"SSBmsy-MT",13108,2.18935001525786,"west","not overfished","above","none","not"
"311.1","longspine thornyhead pacific coast 2012",0.140845070422535,0.071,"Umsy-ratio",0.01,"F","longspine thornyhead pacific coast","longspine thornyhead pacific coast","LSTHORNHPCOAST","NWFSC-LSTHORNHPCOAST-1964-2013-KURIYAMA",2013,"SSB-MT",28698,"SSBmsy-MT",13108,2.18935001525786,"west","not overfished","above","none","not"
"312","pacific hake pacific coast 2000",0.43859649122807,0.342,"Fmsy-1/T",0.15,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2000,"SSB-MT",660000,"SSBmsy-MT",347000,1.90201729106628,"west","not overfished","above","none","not"
"313","pacific hake pacific coast 2001",0.394736842105263,0.342,"Fmsy-1/T",0.135,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2001,"SSB-MT",961000,"SSBmsy-MT",347000,2.76945244956772,"west","not overfished","above","none","not"
"314","pacific hake pacific coast 2002",0.131578947368421,0.342,"Fmsy-1/T",0.045,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2002,"SSB-MT",1242000,"SSBmsy-MT",347000,3.5792507204611,"west","not overfished","above","none","not"
"315","pacific hake pacific coast 2003",0.181286549707602,0.342,"Fmsy-1/T",0.062,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2003,"SSB-MT",1362000,"SSBmsy-MT",347000,3.92507204610951,"west","not overfished","above","none","not"
"316","pacific hake pacific coast 2004",0.368421052631579,0.342,"Fmsy-1/T",0.126,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2004,"SSB-MT",1294000,"SSBmsy-MT",347000,3.72910662824208,"west","not overfished","above","none","not"
"317","pacific hake pacific coast 2005",0.532163742690058,0.342,"Fmsy-1/T",0.182,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2005,"SSB-MT",1090000,"SSBmsy-MT",347000,3.14121037463977,"west","not overfished","above","none","not"
"318","pacific hake pacific coast 2006",0.634502923976608,0.342,"Fmsy-1/T",0.217,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2006,"SSB-MT",843000,"SSBmsy-MT",347000,2.42939481268012,"west","not overfished","above","none","not"
"319","pacific hake pacific coast 2007",0.757309941520468,0.342,"Fmsy-1/T",0.259,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2007,"SSB-MT",656000,"SSBmsy-MT",347000,1.89048991354467,"west","not overfished","above","none","not"
"320","pacific hake pacific coast 2008",0.766081871345029,0.342,"Fmsy-1/T",0.262,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2008,"SSB-MT",579000,"SSBmsy-MT",347000,1.6685878962536,"west","not overfished","above","none","not"
"321","pacific hake pacific coast 2009",0.473684210526316,0.342,"Fmsy-1/T",0.162,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2009,"SSB-MT",479000,"SSBmsy-MT",347000,1.38040345821326,"west","not overfished","above","none","not"
"322","pacific hake pacific coast 2010",0.763157894736842,0.342,"Fmsy-1/T",0.261,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2010,"SSB-MT",568000,"SSBmsy-MT",347000,1.63688760806916,"west","not overfished","above","none","not"
"323","pacific hake pacific coast 2011",0.599415204678363,0.342,"Fmsy-1/T",0.205,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2011,"SSB-MT",669000,"SSBmsy-MT",347000,1.92795389048991,"west","not overfished","above","none","not"
"324","pacific hake pacific coast 2012",0.426900584795322,0.342,"Fmsy-1/T",0.146,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2012,"SSB-MT",1139000,"SSBmsy-MT",347000,3.28242074927954,"west","not overfished","above","none","not"
"325","pacific hake pacific coast 2013",0.210526315789474,0.342,"Fmsy-1/T",0.072,"F","pacific hake pacific coast","pacific hake pacific coast","PHAKEPCOAST","NWFSC-PHAKEPCOAST-1966-2014-KURIYAMA",2013,"SSB-MT",1566000,"SSBmsy-MT",347000,4.51296829971182,"west","not overfished","above","none","not"
"326","pacific ocean perch pacific coast 2000",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2000,"SSB-E8eggs",9178,"SSBmsy-E8eggs",25601,0.358501621030428,"west","Overfished","below","none","rebuilding"
"327","pacific ocean perch pacific coast 2001",1,0.02,"Fmsy-1/yr",0.02,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2001,"SSB-E8eggs",9405,"SSBmsy-E8eggs",25601,0.367368462169447,"west","Overfished","below","none","rebuilding"
"328","pacific ocean perch pacific coast 2002",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2002,"SSB-E8eggs",9569,"SSBmsy-E8eggs",25601,0.373774461935081,"west","Overfished","below","none","rebuilding"
"329","pacific ocean perch pacific coast 2003",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2003,"SSB-E8eggs",9795,"SSBmsy-E8eggs",25601,0.382602242099918,"west","Overfished","below","none","rebuilding"
"330","pacific ocean perch pacific coast 2004",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2004,"SSB-E8eggs",10072,"SSBmsy-E8eggs",25601,0.393422131947971,"west","Overfished","below","none","rebuilding"
"331","pacific ocean perch pacific coast 2005",0,0.02,"Fmsy-1/yr",0,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2005,"SSB-E8eggs",10438,"SSBmsy-E8eggs",25601,0.407718448498106,"west","Overfished","below","none","rebuilding"
"332","pacific ocean perch pacific coast 2006",0,0.02,"Fmsy-1/yr",0,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2006,"SSB-E8eggs",10941,"SSBmsy-E8eggs",25601,0.427366118510996,"west","Overfished","below","none","rebuilding"
"333","pacific ocean perch pacific coast 2007",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2007,"SSB-E8eggs",11509,"SSBmsy-E8eggs",25601,0.449552751845631,"west","Overfished","below","none","rebuilding"
"334","pacific ocean perch pacific coast 2008",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2008,"SSB-E8eggs",11985,"SSBmsy-E8eggs",25601,0.468145775555642,"west","Overfished","below","none","rebuilding"
"335","pacific ocean perch pacific coast 2009",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2009,"SSB-E8eggs",12318,"SSBmsy-E8eggs",25601,0.481153079957814,"west","Overfished","below","none","rebuilding"
"336","pacific ocean perch pacific coast 2010",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2010,"SSB-E8eggs",12450,"SSBmsy-E8eggs",25601,0.486309128549666,"west","Overfished","below","none","rebuilding"
"336.1","pacific ocean perch pacific coast 2010",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2011,"SSB-E8eggs",12450,"SSBmsy-E8eggs",25601,0.486309128549666,"west","Overfished","below","none","rebuilding"
"336.2","pacific ocean perch pacific coast 2010",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2012,"SSB-E8eggs",12450,"SSBmsy-E8eggs",25601,0.486309128549666,"west","Overfished","below","none","rebuilding"
"336.3","pacific ocean perch pacific coast 2010",0.5,0.02,"Fmsy-1/yr",0.01,"F-1/T","pacific ocean perch pacific coast","pacific ocean perch pacific coast","POPERCHPCOAST","NWFSC-POPERCHPCOAST-1940-2011-STACHURA",2013,"SSB-E8eggs",12450,"SSBmsy-E8eggs",25601,0.486309128549666,"west","Overfished","below","none","rebuilding"
"338","petrale sole pacific coast 2000",1.42105263157895,0.19,"Umsy-ratio",0.27,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2000,"SSB-MT",3167,"SSBmsy-MT",7146,0.443184998600616,"west","Overfished","below","overfishing","rebuilding"
"339","petrale sole pacific coast 2001",1.31578947368421,0.19,"Umsy-ratio",0.25,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2001,"SSB-MT",3221,"SSBmsy-MT",7146,0.450741673663588,"west","Overfished","below","overfishing","rebuilding"
"340","petrale sole pacific coast 2002",1.26315789473684,0.19,"Umsy-ratio",0.24,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2002,"SSB-MT",3278,"SSBmsy-MT",7146,0.458718164007837,"west","Overfished","below","overfishing","rebuilding"
"341","petrale sole pacific coast 2003",1,0.19,"Umsy-ratio",0.19,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2003,"SSB-MT",3556,"SSBmsy-MT",7146,0.497621046739435,"west","Overfished","below","none","rebuilding"
"342","petrale sole pacific coast 2004",1.21052631578947,0.19,"Umsy-ratio",0.23,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2004,"SSB-MT",4228,"SSBmsy-MT",7146,0.591659669745312,"west","not overfished","below","overfishing","rebuilding"
"343","petrale sole pacific coast 2005",1.63157894736842,0.19,"Umsy-ratio",0.31,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2005,"SSB-MT",4618,"SSBmsy-MT",7146,0.646235656311223,"west","not overfished","below","high","rebuilding"
"344","petrale sole pacific coast 2006",1.31578947368421,0.19,"Umsy-ratio",0.25,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2006,"SSB-MT",4353,"SSBmsy-MT",7146,0.609151973131822,"west","not overfished","below","overfishing","rebuilding"
"345","petrale sole pacific coast 2007",1.47368421052632,0.19,"Umsy-ratio",0.28,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2007,"SSB-MT",4230,"SSBmsy-MT",7146,0.591939546599496,"west","not overfished","below","overfishing","rebuilding"
"346","petrale sole pacific coast 2008",1.42105263157895,0.19,"Umsy-ratio",0.27,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2008,"SSB-MT",3867,"SSBmsy-MT",7146,0.541141897565071,"west","not overfished","below","overfishing","rebuilding"
"347","petrale sole pacific coast 2009",1.47368421052632,0.19,"Umsy-ratio",0.28,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2009,"SSB-MT",3612,"SSBmsy-MT",7146,0.505457598656591,"west","not overfished","below","overfishing","rebuilding"
"348","petrale sole pacific coast 2010",0.526315789473684,0.19,"Umsy-ratio",0.1,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2010,"SSB-MT",3377,"SSBmsy-MT",7146,0.472572068289952,"west","Overfished","below","none","rebuilding"
"349","petrale sole pacific coast 2011",0.368421052631579,0.19,"Umsy-ratio",0.07,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2011,"SSB-MT",4146,"SSBmsy-MT",7146,0.580184718723762,"west","not overfished","below","none","rebuilding"
"350","petrale sole pacific coast 2012",0.421052631578947,0.19,"Umsy-ratio",0.08,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2012,"SSB-MT",5465,"SSBmsy-MT",7146,0.764763504058214,"west","not overfished","below","none","rebuilding"
"350.1","petrale sole pacific coast 2012",0.421052631578947,0.19,"Umsy-ratio",0.08,"U-ratio","petrale sole pacific coast","petrale sole pacific coast","PSOLEPCOAST","PFMC-PSOLEPCOAST-1930-2012-KURIYAMA",2013,"SSB-MT",5465,"SSBmsy-MT",7146,0.764763504058214,"west","not overfished","below","none","rebuilding"
"351","pollock nafo 2000",0.24,0.25,"ERmsy-ratio",0.06,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2000,"SSB-MT",130000,"SSBmsy-MT",91000,1.42857142857143,"ne","not overfished","above","none","not"
"352","pollock nafo 2001",0.24,0.25,"ERmsy-ratio",0.06,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2001,"SSB-MT",148000,"SSBmsy-MT",91000,1.62637362637363,"ne","not overfished","above","none","not"
"353","pollock nafo 2002",0.2,0.25,"ERmsy-ratio",0.05,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2002,"SSB-MT",166000,"SSBmsy-MT",91000,1.82417582417582,"ne","not overfished","above","none","not"
"354","pollock nafo 2003",0.2,0.25,"ERmsy-ratio",0.05,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2003,"SSB-MT",199000,"SSBmsy-MT",91000,2.18681318681319,"ne","not overfished","above","none","not"
"355","pollock nafo 2004",0.16,0.25,"ERmsy-ratio",0.04,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2004,"SSB-MT",214000,"SSBmsy-MT",91000,2.35164835164835,"ne","not overfished","above","none","not"
"356","pollock nafo 2005",0.16,0.25,"ERmsy-ratio",0.04,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2005,"SSB-MT",222000,"SSBmsy-MT",91000,2.43956043956044,"ne","not overfished","above","none","not"
"357","pollock nafo 2006",0.16,0.25,"ERmsy-ratio",0.04,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2006,"SSB-MT",236000,"SSBmsy-MT",91000,2.59340659340659,"ne","not overfished","above","none","not"
"358","pollock nafo 2007",0.2,0.25,"ERmsy-ratio",0.05,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2007,"SSB-MT",224000,"SSBmsy-MT",91000,2.46153846153846,"ne","not overfished","above","none","not"
"359","pollock nafo 2008",0.32,0.25,"ERmsy-ratio",0.08,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2008,"SSB-MT",227000,"SSBmsy-MT",91000,2.49450549450549,"ne","not overfished","above","none","not"
"360","pollock nafo 2009",0.28,0.25,"ERmsy-ratio",0.07,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2009,"SSB-MT",196000,"SSBmsy-MT",91000,2.15384615384615,"ne","not overfished","above","none","not"
"360.1","pollock nafo 2009",0.28,0.25,"ERmsy-ratio",0.07,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2010,"SSB-MT",196000,"SSBmsy-MT",91000,2.15384615384615,"ne","not overfished","above","none","not"
"360.2","pollock nafo 2009",0.28,0.25,"ERmsy-ratio",0.07,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2011,"SSB-MT",196000,"SSBmsy-MT",91000,2.15384615384615,"ne","not overfished","above","none","not"
"360.3","pollock nafo 2009",0.28,0.25,"ERmsy-ratio",0.07,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2012,"SSB-MT",196000,"SSBmsy-MT",91000,2.15384615384615,"ne","not overfished","above","none","not"
"360.4","pollock nafo 2009",0.28,0.25,"ERmsy-ratio",0.07,"F","pollock nafo","pollock nafo","POLLNE","NEFSC-POLLNE-1963-2009-KURIYAMA",2013,"SSB-MT",196000,"SSBmsy-MT",91000,2.15384615384615,"ne","not overfished","above","none","not"
"361","rougheye and blackspotted rockfish complex pacific coast 2000",0.547169811320755,0.053,"Umsy-ratio",0.029,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2000,"SSB-MT",7398,"SSBmsy-MT",1305,5.66896551724138,"west","not overfished","above","none","not"
"362","rougheye and blackspotted rockfish complex pacific coast 2001",0.350943396226415,0.053,"Umsy-ratio",0.0186,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2001,"SSB-MT",7377,"SSBmsy-MT",1305,5.65287356321839,"west","not overfished","above","none","not"
"363","rougheye and blackspotted rockfish complex pacific coast 2002",0.175471698113208,0.053,"Umsy-ratio",0.0093,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2002,"SSB-MT",7450,"SSBmsy-MT",1305,5.7088122605364,"west","not overfished","above","none","not"
"364","rougheye and blackspotted rockfish complex pacific coast 2003",0.237735849056604,0.053,"Umsy-ratio",0.0126,"U-ratio","rougheye and blackspotted rockfish complex pacific coast","rougheye and blackspotted rockfish complex pacific coast","ROBLPCOAST","NWFSC-ROBLPCOAST-1916-2013-KURIYAMA",2003,"SSB-MT",7610,"SSBmsy-MT",1305,5.83141762452107,"west","not overfished","above","none","not"
