"","metric.and.spp","stockid.x","assessid.x","stocklong.x","tsid","tsyear","tsvalue","stockid.y","assessid.y","stocklong.y","bioid","biovalue","ratio"
"5644","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1943,NA,NA,NA,NA,NA,NA,NA
"5645","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1944,NA,NA,NA,NA,NA,NA,NA
"5646","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1945,NA,NA,NA,NA,NA,NA,NA
"5647","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1946,NA,NA,NA,NA,NA,NA,NA
"5648","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1947,NA,NA,NA,NA,NA,NA,NA
"5649","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1948,NA,NA,NA,NA,NA,NA,NA
"5650","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1949,NA,NA,NA,NA,NA,NA,NA
"5651","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1950,1334.147,NA,NA,NA,NA,NA,NA
"5652","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1951,1291.812,NA,NA,NA,NA,NA,NA
"5653","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1952,1244.894,NA,NA,NA,NA,NA,NA
"5654","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1953,1229.465,NA,NA,NA,NA,NA,NA
"5655","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1954,1229.06,NA,NA,NA,NA,NA,NA
"5656","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1955,1225.703,NA,NA,NA,NA,NA,NA
"5657","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1956,1222.706,NA,NA,NA,NA,NA,NA
"5658","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1957,1190.602,NA,NA,NA,NA,NA,NA
"5659","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1958,1172.351,NA,NA,NA,NA,NA,NA
"5660","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1959,1171.833,NA,NA,NA,NA,NA,NA
"5661","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1960,1186.159,NA,NA,NA,NA,NA,NA
"5662","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1961,1207.908,NA,NA,NA,NA,NA,NA
"5663","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1962,1229.325,NA,NA,NA,NA,NA,NA
"5664","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1963,1235.42,NA,NA,NA,NA,NA,NA
"5665","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1964,1202.414,NA,NA,NA,NA,NA,NA
"5666","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1965,1202.962,NA,NA,NA,NA,NA,NA
"5667","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1966,1189.401,NA,NA,NA,NA,NA,NA
"5668","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1967,1159.952,NA,NA,NA,NA,NA,NA
"5669","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1968,1164.802,NA,NA,NA,NA,NA,NA
"5670","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1969,1175.11,NA,NA,NA,NA,NA,NA
"5671","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1970,1197.033,NA,NA,NA,NA,NA,NA
"5672","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1971,1220.424,NA,NA,NA,NA,NA,NA
"5673","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1972,1260.105,NA,NA,NA,NA,NA,NA
"5674","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1973,1247.195,NA,NA,NA,NA,NA,NA
"5675","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1974,1282.698,NA,NA,NA,NA,NA,NA
"5676","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1975,1330.798,NA,NA,NA,NA,NA,NA
"5677","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1976,1373.494,NA,NA,NA,NA,NA,NA
"5678","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1977,1383.706,NA,NA,NA,NA,NA,NA
"5679","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1978,1367.463,NA,NA,NA,NA,NA,NA
"5680","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1979,1290.889,NA,NA,NA,NA,NA,NA
"5681","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1980,1231.033,NA,NA,NA,NA,NA,NA
"5682","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1981,1109.54,NA,NA,NA,NA,NA,NA
"5683","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1982,1027.33,NA,NA,NA,NA,NA,NA
"5684","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1983,946.051,NA,NA,NA,NA,NA,NA
"5685","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1984,909.479,NA,NA,NA,NA,NA,NA
"5686","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1985,869.525,NA,NA,NA,NA,NA,NA
"5687","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1986,845.377,NA,NA,NA,NA,NA,NA
"5688","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1987,763.89,NA,NA,NA,NA,NA,NA
"5689","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1988,703.664,NA,NA,NA,NA,NA,NA
"5690","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1989,665.606,NA,NA,NA,NA,NA,NA
"5691","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1990,637.742,NA,NA,NA,NA,NA,NA
"5692","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1991,629.122,NA,NA,NA,NA,NA,NA
"5693","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1992,618.711,NA,NA,NA,NA,NA,NA
"5694","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1993,575.405,NA,NA,NA,NA,NA,NA
"5695","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1994,592.23,NA,NA,NA,NA,NA,NA
"5696","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1995,624.14,NA,NA,NA,NA,NA,NA
"5697","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1996,623.374,NA,NA,NA,NA,NA,NA
"5698","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1997,621.186,NA,NA,NA,NA,NA,NA
"5699","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1998,634.438,NA,NA,NA,NA,NA,NA
"5700","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",1999,606.79,NA,NA,NA,NA,NA,NA
"5701","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2000,620.662,NA,NA,NA,NA,NA,NA
"5702","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2001,659.686,NA,NA,NA,NA,NA,NA
"5703","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2002,722.839,NA,NA,NA,NA,NA,NA
"5704","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2003,778.201,NA,NA,NA,NA,NA,NA
"5705","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2004,764.25,NA,NA,NA,NA,NA,NA
"5706","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2005,751.731,NA,NA,NA,NA,NA,NA
"5707","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2006,736.282,NA,NA,NA,NA,NA,NA
"5708","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2007,742.807,NA,NA,NA,NA,NA,NA
"5709","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2008,757.668,NA,NA,NA,NA,NA,NA
"5710","TB-MT cabezon southern california","CABEZSCAL","PFMC-CABEZSCAL-1930-2009-CHING","cabezon southern california","TB-MT",2009,788.985,NA,NA,NA,NA,NA,NA
"5711","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1990,NA,NA,NA,NA,NA,NA,NA
"5712","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1991,NA,NA,NA,NA,NA,NA,NA
"5713","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1992,NA,NA,NA,NA,NA,NA,NA
"5714","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1993,NA,NA,NA,NA,NA,NA,NA
"5715","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1994,NA,NA,NA,NA,NA,NA,NA
"5716","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1995,1444,NA,NA,NA,NA,NA,NA
"5717","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1996,1611,NA,NA,NA,NA,NA,NA
"5718","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1997,1687,NA,NA,NA,NA,NA,NA
"5719","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1998,1703,NA,NA,NA,NA,NA,NA
"5720","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",1999,1688,NA,NA,NA,NA,NA,NA
"5721","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",2000,1635,NA,NA,NA,NA,NA,NA
"5722","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",2001,1743,NA,NA,NA,NA,NA,NA
"5723","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",2002,1803,NA,NA,NA,NA,NA,NA
"5724","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",2003,1848,NA,NA,NA,NA,NA,NA
"5725","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",2004,1864,NA,NA,NA,NA,NA,NA
"5726","TB-MT california scorpionfish southern california","CALSCORPSCAL","SWFSC-CALSCORPSCAL-1990-2005-STANTON","california scorpionfish southern california","TB-MT",2005,1866,NA,NA,NA,NA,NA,NA
"5727","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1962,53069,NA,NA,NA,NA,NA,NA
"5728","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1963,52309,NA,NA,NA,NA,NA,NA
"5729","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1964,52117,NA,NA,NA,NA,NA,NA
"5730","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1965,51704,NA,NA,NA,NA,NA,NA
"5731","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1966,51145,NA,NA,NA,NA,NA,NA
"5732","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1967,50259,NA,NA,NA,NA,NA,NA
"5733","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1968,50314,NA,NA,NA,NA,NA,NA
"5734","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1969,49488,NA,NA,NA,NA,NA,NA
"5735","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1970,49289,NA,NA,NA,NA,NA,NA
"5736","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1971,48908,NA,NA,NA,NA,NA,NA
"5737","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1972,48262,NA,NA,NA,NA,NA,NA
"5738","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1973,47783,NA,NA,NA,NA,NA,NA
"5739","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1974,46911,NA,NA,NA,NA,NA,NA
"5740","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1975,46228,NA,NA,NA,NA,NA,NA
"5741","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1976,45643,NA,NA,NA,NA,NA,NA
"5742","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1977,45400,NA,NA,NA,NA,NA,NA
"5743","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1978,44356,NA,NA,NA,NA,NA,NA
"5744","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1979,41700,NA,NA,NA,NA,NA,NA
"5745","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1980,39832,NA,NA,NA,NA,NA,NA
"5746","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1981,36575,NA,NA,NA,NA,NA,NA
"5747","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1982,34501,NA,NA,NA,NA,NA,NA
"5748","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1983,30461,NA,NA,NA,NA,NA,NA
"5749","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1984,26914,NA,NA,NA,NA,NA,NA
"5750","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1985,25586,NA,NA,NA,NA,NA,NA
"5751","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1986,23977,NA,NA,NA,NA,NA,NA
"5752","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1987,22712,NA,NA,NA,NA,NA,NA
"5753","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1988,20820,NA,NA,NA,NA,NA,NA
"5754","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1989,18988,NA,NA,NA,NA,NA,NA
"5755","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1990,16874,NA,NA,NA,NA,NA,NA
"5756","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1991,15293,NA,NA,NA,NA,NA,NA
"5757","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1992,13344,NA,NA,NA,NA,NA,NA
"5758","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1993,11774,NA,NA,NA,NA,NA,NA
"5759","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1994,10844,NA,NA,NA,NA,NA,NA
"5760","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1995,10882,NA,NA,NA,NA,NA,NA
"5761","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1996,10894,NA,NA,NA,NA,NA,NA
"5762","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1997,10490,NA,NA,NA,NA,NA,NA
"5763","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1998,10096,NA,NA,NA,NA,NA,NA
"5764","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",1999,9615,NA,NA,NA,NA,NA,NA
"5765","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2000,9641,NA,NA,NA,NA,NA,NA
"5766","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2001,10311,NA,NA,NA,NA,NA,NA
"5767","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2002,10994,NA,NA,NA,NA,NA,NA
"5768","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2003,11681,NA,NA,NA,NA,NA,NA
"5769","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2004,12330,NA,NA,NA,NA,NA,NA
"5770","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2005,13003,NA,NA,NA,NA,NA,NA
"5771","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2006,13663,NA,NA,NA,NA,NA,NA
"5772","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2007,14260,NA,NA,NA,NA,NA,NA
"5773","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2008,14764,NA,NA,NA,NA,NA,NA
"5774","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2009,15258,NA,NA,NA,NA,NA,NA
"5775","TB-MT canary rockfish pacific coast","CROCKPCOAST","NWFSC-CROCKPCOAST-1916-2011-STACHURA","canary rockfish pacific coast","TB-MT",2010,15706,NA,NA,NA,NA,NA,NA
